patent_id,keyword
CN323794497,technician
CN323794497,education based
CN375265359,establishing plc cloud
CN375265359,plc cloud experiment
CN375265359,plc cloud
CN375265359,based s7 protocol
CN375265359,s7 protocol
WO2013032432,consuming education content
WO2013032432,education content
WO2013032432,distributing consuming education
WO2013032432,publishing licensing
WO2013032432,publishing licensing distributing
US175588087,targeted content delivery
US175588087,content delivery
US175588087,targeted content
US175588087,targeted
US175588087,delivery
US41694042,personal background data
US41694042,background data
US41694042,background data improve
US41694042,documents retrieved
US41694042,personal background
WO2006083861,personal background data
WO2006083861,background data improve
WO2006083861,background data
WO2006083861,documents retrieved
WO2006083861,organization documents retrieved
CN251547000,education propaganda display
CN251547000,college education propaganda
CN251547000,propaganda display device
CN251547000,education propaganda
CN251547000,propaganda display
WO2001027838,commerce environment ice
WO2001027838,integrated commerce environment
WO2001027838,offline online business
WO2001027838,integrated commerce
WO2001027838,integrating offline online
IN211415659,personal background data
IN211415659,background data
IN211415659,background data improve
IN211415659,documents retrieved
IN211415659,personal background
US310908806,integrated education management
US310908806,integrated education
US310908806,education management methods
US310908806,education management
US310908806,management methods systems
US175588169,targeted content delivery
US175588169,content delivery
US175588169,targeted content
US175588169,targeted
US175588169,delivery
US39316767,establishing educational fund
US39316767,method providing educational
US39316767,education method providing
US39316767,educational fund
US39316767,providing educational exercises
US40182520,utilizing demographic stereotypes
US40182520,demographic stereotypes
US40182520,guides utilizing demographic
US40182520,utilizing demographic
US40182520,stereotypes
WO2017015183,psychoscocial construction
WO2017015183,psychoscocial
WO2017015183,construction
US395389885,adaptive asset allocation
US395389885,allocation financial planning
US395389885,asset allocation financial
US395389885,asset allocation
US395389885,financial planning
WO2023064251,adaptive asset allocation
WO2023064251,allocation financial planning
WO2023064251,asset allocation financial
WO2023064251,asset allocation
WO2023064251,financial planning
IN309729751,ctao educational monitoring
IN309729751,educational monitoring iot
IN309729751,ctao educational
IN309729751,iot based education
IN309729751,educational monitoring
US210412718,prompt action platform
US210412718,platform connection mobile
US210412718,determining prompt action
US210412718,mobile device
US210412718,action platform connection
IN346039058,turmeric production marketing
IN346039058,economic analysis turmeric
IN346039058,analysis turmeric production
IN346039058,turmeric production
IN346039058,analysis turmeric
CN309693100,ideological political education
CN309693100,political education colleges
CN309693100,open air showing
CN309693100,political education
CN309693100,showing stand ideological
WO2022221116,computing infrastructures educational
WO2022221116,integrating online platform
WO2022221116,online platform computing
WO2022221116,online platform
WO2022221116,platform computing infrastructures
US236456046,financial strength guidance
US236456046,intelligent financial strength
US236456046,extensible intelligent financial
US236456046,strength guidance service
US236456046,intelligent financial
AU319555212,online classroom platform
AU319555212,platform learning collaboration
AU319555212,classroom platform learning
AU319555212,impact online classroom
AU319555212,online classroom
IN296580255,blockchain systems methods
IN296580255,blockchain systems
IN296580255,transaction data educational
IN296580255,blockchain
IN296580255,financial transaction data
US73962944,merchant funded rebate
US73962944,funded rebate rewards
US73962944,rebate rewards program
US73962944,rebate rewards
US73962944,funded rebate
US40206622,managed access information
US40206622,managed access
US40206622,access information data
US40206622,access information
US40206622,information data networks
US41364909,managed access information
US41364909,managed access
US41364909,access information data
US41364909,access information
US41364909,information data networks
WO2003026248,managed access information
WO2003026248,managed access
WO2003026248,access information data
WO2003026248,access information
WO2003026248,information data networks
EP14142861,zugriff auf informationen
EP14142861,informationen über datennetze
EP14142861,gesteuerter zugriff auf
EP14142861,gesteuerter zugriff
EP14142861,auf informationen
CN346652046,auxiliary education device
CN346652046,auxiliary education
CN346652046,education device based
CN346652046,education device
CN346652046,overseas college education
US73863523,merchant funded rebate
US73863523,funded rebate rewards
US73863523,rebate rewards program
US73863523,rebate rewards
US73863523,funded rebate
US95638935,incentive rebate awards
US95638935,funded incentive rebate
US95638935,merchant funded incentive
US95638935,incentive rebate
US95638935,rebate awards program
US97267999,conditional user awards
US97267999,user awards
US97267999,providing conditional user
US97267999,conditional user
US97267999,awards
WO2022221118,computing infrastructures educational
WO2022221118,integrating online platform
WO2022221118,online platform computing
WO2022221118,online platform
WO2022221118,platform computing infrastructures
US73681804,merchant funded rebate
US73681804,funded rebate program
US73681804,rebate program
US73681804,funded rebate
US73681804,rebate
US82126869,allocation donations parties
US82126869,allocation donations
US82126869,methods allocation donations
US82126869,donations parties
US82126869,donations
WO2013082021,allocation donations parties
WO2013082021,allocation donations
WO2013082021,methods allocation donations
WO2013082021,donations parties
WO2013082021,donations
US376428286,computing infrastructures educational
US376428286,integrating online platform
US376428286,online platform computing
US376428286,online platform
US376428286,platform computing infrastructures
US73432051,educational decision support
US73432051,decision support associated
US73432051,decision support
US73432051,educational decision
US73432051,support associated methods
US154284742,remote proctoring analytical
US154284742,proctoring analytical metrics
US154284742,utilizing remote proctoring
US154284742,remote proctoring
US154284742,proctoring analytical
US410040477,repurposing paid time
US410040477,methods repurposing paid
US410040477,repurposing paid
US410040477,paid time
US410040477,repurposing
US345565563,condition state information
US345565563,state information machines
US345565563,service repair events
US345565563,condition state
US345565563,automated generation condition
US222925199,reusable product design
US222925199,product design model
US222925199,reusable product
